Date,Open,High,Low,Close,Adj Close,Volume
2025-11-05,268.609985,271.700012,266.929993,270.140015,269.878387,43683100
2025-11-06,267.890015,273.399994,267.890015,269.769989,269.508728,51204000
2025-11-07,269.799988,272.290009,266.769989,268.470001,268.209991,48227400
2025-11-10,268.959991,273.730011,267.459991,269.429993,269.429993,41312400
2025-11-11,269.809998,275.910004,269.799988,275.250000,275.250000,46208300
2025-11-12,275.000000,275.730011,271.700012,273.470001,273.470001,48398000
2025-11-13,274.109985,276.700012,272.089996,272.950012,272.950012,49602800
2025-11-14,271.049988,275.959991,269.600006,272.410004,272.410004,47431300
2025-11-17,268.820007,270.489990,265.730011,267.459991,267.459991,45018300
2025-11-18,269.989990,270.709991,265.320007,267.440002,267.440002,45677300
2025-11-19,265.529999,272.209991,265.500000,268.559998,268.559998,40424500
2025-11-20,270.829987,275.429993,265.920013,266.250000,266.250000,45823600
2025-11-21,265.950012,273.329987,265.670013,271.489990,271.489990,59030800
2025-11-24,270.899994,277.000000,270.899994,275.920013,275.920013,65585800
2025-11-25,275.269989,280.380005,275.250000,276.970001,276.970001,46914200
2025-11-26,276.959991,279.529999,276.630005,277.549988,277.549988,33431400
2025-11-28,277.260010,279.000000,275.989990,278.850006,278.850006,20135600
2025-12-01,278.010010,283.420013,276.140015,283.100006,283.100006,46587700
2025-12-02,283.000000,287.399994,282.630005,286.190002,286.190002,53669500
2025-12-03,286.200012,288.619995,283.299988,284.149994,284.149994,43538700
2025-12-04,284.100006,284.730011,278.589996,280.700012,280.700012,43989100
2025-12-05,280.540009,281.140015,278.049988,278.779999,278.779999,47265800
2025-12-08,278.130005,279.670013,276.149994,277.890015,277.890015,38211800
2025-12-09,278.160004,280.029999,276.920013,277.179993,277.179993,32193300
2025-12-10,277.750000,279.750000,276.440002,278.779999,278.779999,33038300
2025-12-11,279.100006,279.589996,273.809998,278.029999,278.029999,33248000
2025-12-12,277.795013,279.220001,276.820007,278.279999,278.279999,38360082
